column,the_sum,the_avg
result0_run1,82.7508,0.4158331658291457
result1_run1,84.9485,0.4268768844221105
result2_run1,85.8135,0.4312236180904523
result3_run1,86.2363,0.43334824120603016
result4_run1,86.44380000000001,0.4343909547738694
result0_sam,27.366799999999998,0.137521608040201
result1_sam,25.9187,0.13024472361809045
result2_sam,26.341,0.13236683417085426
result3_sam,26.991299999999995,0.13563467336683416
result4_sam,26.2986,0.13215376884422111
